sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_merged	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
45-A	45-A	1	45-A_S53_L001_R1_001.fastq.gz	45-A_S53_L001_R2_001.fastq.gz	26210	26210	25884	25884	22202	22202	14696	14696	14585	0
45-B	45-B	1	45-B_S243_L001_R1_001.fastq.gz	45-B_S243_L001_R2_001.fastq.gz	19556	19556	19266	19266	19028	19028	15648	15648	15495	0
45-C	45-C	1	45-C_S433_L001_R1_001.fastq.gz	45-C_S433_L001_R2_001.fastq.gz	22754	22754	22430	22430	20549	20549	12100	12100	12019	0
46-A	46-A	1	46-A_S54_L001_R1_001.fastq.gz	46-A_S54_L001_R2_001.fastq.gz	27254	27254	26894	26894	24927	24927	14084	14084	13984	0
46-B	46-B	1	46-B_S244_L001_R1_001.fastq.gz	46-B_S244_L001_R2_001.fastq.gz	22630	22630	22298	22298	19390	19390	14598	14598	14512	0
46-C	46-C	1	46-C_S434_L001_R1_001.fastq.gz	46-C_S434_L001_R2_001.fastq.gz	25770	25770	25406	25406	23462	23462	9745	9745	9711	0
47-A	47-A	1	47-A_S55_L001_R1_001.fastq.gz	47-A_S55_L001_R2_001.fastq.gz	3285	3285	3232	3232	359	359	217	217	217	0
47-B	47-B	1	47-B_S245_L001_R1_001.fastq.gz	47-B_S245_L001_R2_001.fastq.gz	2715	2715	2671	2671	364	364	241	241	241	0
47-C	47-C	1	47-C_S435_L001_R1_001.fastq.gz	47-C_S435_L001_R2_001.fastq.gz	7871	7871	7763	7763	397	397	213	213	213	0
48-A	48-A	1	48-A_S56_L001_R1_001.fastq.gz	48-A_S56_L001_R2_001.fastq.gz	33861	33861	33350	33350	32690	32690	21545	21545	21271	0
48-B	48-B	1	48-B_S246_L001_R1_001.fastq.gz	48-B_S246_L001_R2_001.fastq.gz	32404	32404	31922	31922	31401	31401	25149	25149	24672	0
48-C	48-C	1	48-C_S436_L001_R1_001.fastq.gz	48-C_S436_L001_R2_001.fastq.gz	24892	24892	24544	24544	22995	22995	8974	8974	8720	0
49-A	49-A	1	49-A_S57_L001_R1_001.fastq.gz	49-A_S57_L001_R2_001.fastq.gz	18722	18722	18470	18470	18022	18022	12984	12984	12789	0
49-B	49-B	1	49-B_S247_L001_R1_001.fastq.gz	49-B_S247_L001_R2_001.fastq.gz	8568	8568	8438	8438	8264	8264	6799	6799	6799	0
49-C	49-C	1	49-C_S437_L001_R1_001.fastq.gz	49-C_S437_L001_R2_001.fastq.gz	34868	34868	34369	34369	33664	33664	19506	19506	19370	0
5-A	5-A	1	5-A_S5_L001_R1_001.fastq.gz	5-A_S5_L001_R2_001.fastq.gz	32091	32091	31625	31625	23680	23680	18949	18949	18875	0
5-B	5-B	1	5-B_S195_L001_R1_001.fastq.gz	5-B_S195_L001_R2_001.fastq.gz	28768	28768	28329	28329	27030	27030	24116	24116	23668	0
5-C	5-C	1	5-C_S385_L001_R1_001.fastq.gz	5-C_S385_L001_R2_001.fastq.gz	49893	49893	49241	49241	43601	43601	25160	25160	24906	0
50-A	50-A	1	50-A_S58_L001_R1_001.fastq.gz	50-A_S58_L001_R2_001.fastq.gz	6745	6745	6595	6595	673	673	62	62	62	0
50-B	50-B	1	50-B_S248_L001_R1_001.fastq.gz	50-B_S248_L001_R2_001.fastq.gz	4591	4591	4508	4508	349	349	113	113	113	0
50-C	50-C	1	50-C_S438_L001_R1_001.fastq.gz	50-C_S438_L001_R2_001.fastq.gz	3928	3928	3870	3870	285	285	130	130	130	0
51-A	51-A	1	51-A_S59_L001_R1_001.fastq.gz	51-A_S59_L001_R2_001.fastq.gz	17779	17779	17505	17505	16966	16966	12371	12371	12347	0
51-B	51-B	1	51-B_S249_L001_R1_001.fastq.gz	51-B_S249_L001_R2_001.fastq.gz	20225	20225	19906	19906	19633	19633	16741	16741	16579	0
51-C	51-C	1	51-C_S439_L001_R1_001.fastq.gz	51-C_S439_L001_R2_001.fastq.gz	30881	30881	30440	30440	29240	29240	18491	18491	18356	0
52-A	52-A	1	52-A_S60_L001_R1_001.fastq.gz	52-A_S60_L001_R2_001.fastq.gz	29443	29443	29056	29056	23130	23130	15921	15921	15855	0
52-B	52-B	1	52-B_S250_L001_R1_001.fastq.gz	52-B_S250_L001_R2_001.fastq.gz	11409	11409	11237	11237	6658	6658	4515	4515	4501	0
52-C	52-C	1	52-C_S440_L001_R1_001.fastq.gz	52-C_S440_L001_R2_001.fastq.gz	52047	52047	51292	51292	45832	45832	20416	20416	20069	0
53-A	53-A	1	53-A_S61_L001_R1_001.fastq.gz	53-A_S61_L001_R2_001.fastq.gz	23903	23903	23521	23521	22374	22374	16792	16792	16671	0
53-B	53-B	1	53-B_S251_L001_R1_001.fastq.gz	53-B_S251_L001_R2_001.fastq.gz	13514	13514	13309	13309	7603	7603	5855	5855	5855	0
53-C	53-C	1	53-C_S441_L001_R1_001.fastq.gz	53-C_S441_L001_R2_001.fastq.gz	27135	27135	26756	26756	26086	26086	17302	17302	17108	0
54-A	54-A	1	54-A_S62_L001_R1_001.fastq.gz	54-A_S62_L001_R2_001.fastq.gz	56273	56273	55460	55460	52202	52202	35223	35223	34602	0
54-B	54-B	1	54-B_S252_L001_R1_001.fastq.gz	54-B_S252_L001_R2_001.fastq.gz	25797	25797	25397	25397	12089	12089	8552	8552	8512	0
54-C	54-C	1	54-C_S442_L001_R1_001.fastq.gz	54-C_S442_L001_R2_001.fastq.gz	20412	20412	20062	20062	9419	9419	4233	4233	4233	0
55-A	55-A	1	55-A_S63_L001_R1_001.fastq.gz	55-A_S63_L001_R2_001.fastq.gz	41720	41720	40728	40728	38307	38307	26938	26938	26549	0
55-B	55-B	1	55-B_S253_L001_R1_001.fastq.gz	55-B_S253_L001_R2_001.fastq.gz	19649	19649	19150	19150	18357	18357	14947	14947	14653	0
55-C	55-C	1	55-C_S443_L001_R1_001.fastq.gz	55-C_S443_L001_R2_001.fastq.gz	17344	17344	16801	16801	6484	6484	4080	4080	4071	0
56-A	56-A	1	56-A_S64_L001_R1_001.fastq.gz	56-A_S64_L001_R2_001.fastq.gz	37605	37605	37106	37106	35825	35825	26648	26648	26301	0
56-B	56-B	1	56-B_S254_L001_R1_001.fastq.gz	56-B_S254_L001_R2_001.fastq.gz	30322	30322	29871	29871	29354	29354	23856	23856	23530	0
56-C	56-C	1	56-C_S444_L001_R1_001.fastq.gz	56-C_S444_L001_R2_001.fastq.gz	33400	33400	32954	32954	29244	29244	13774	13774	13658	0
57-A	57-A	1	57-A_S65_L001_R1_001.fastq.gz	57-A_S65_L001_R2_001.fastq.gz	3316	3316	3257	3257	708	708	345	345	345	0
57-B	57-B	1	57-B_S255_L001_R1_001.fastq.gz	57-B_S255_L001_R2_001.fastq.gz	4417	4417	4357	4357	633	633	191	191	191	0
57-C	57-C	1	57-C_S445_L001_R1_001.fastq.gz	57-C_S445_L001_R2_001.fastq.gz	1335	1335	1320	1320	527	527	209	209	209	0
58-A	58-A	1	58-A_S66_L001_R1_001.fastq.gz	58-A_S66_L001_R2_001.fastq.gz	23701	23701	23380	23380	21759	21759	18764	18764	18228	0
58-B	58-B	1	58-B_S256_L001_R1_001.fastq.gz	58-B_S256_L001_R2_001.fastq.gz	15531	15531	15296	15296	15080	15080	13658	13658	13364	0
58-C	58-C	1	58-C_S446_L001_R1_001.fastq.gz	58-C_S446_L001_R2_001.fastq.gz	26267	26267	25863	25863	23028	23028	16885	16885	16597	0
59-A	59-A	1	59-A_S67_L001_R1_001.fastq.gz	59-A_S67_L001_R2_001.fastq.gz	21205	21205	20933	20933	20324	20324	17111	17111	16833	0
59-B	59-B	1	59-B_S257_L001_R1_001.fastq.gz	59-B_S257_L001_R2_001.fastq.gz	26012	26012	25640	25640	24979	24979	22767	22767	22513	0
59-C	59-C	1	59-C_S447_L001_R1_001.fastq.gz	59-C_S447_L001_R2_001.fastq.gz	26903	26903	26514	26514	25589	25589	17519	17519	17253	0
6-A	6-A	1	6-A_S6_L001_R1_001.fastq.gz	6-A_S6_L001_R2_001.fastq.gz	79874	79874	78808	78808	75695	75695	56935	56935	55181	0
6-B	6-B	1	6-B_S196_L001_R1_001.fastq.gz	6-B_S196_L001_R2_001.fastq.gz	35192	35192	34677	34677	34137	34137	29274	29274	29053	0
6-C	6-C	1	6-C_S386_L001_R1_001.fastq.gz	6-C_S386_L001_R2_001.fastq.gz	74900	74900	73997	73997	70691	70691	40602	40602	39811	0
60-A	60-A	1	60-A_S68_L001_R1_001.fastq.gz	60-A_S68_L001_R2_001.fastq.gz	42429	42429	41799	41799	35372	35372	27360	27360	26863	0
60-B	60-B	1	60-B_S258_L001_R1_001.fastq.gz	60-B_S258_L001_R2_001.fastq.gz	24399	24399	24106	24106	23645	23645	19762	19762	19402	0
60-C	60-C	1	60-C_S448_L001_R1_001.fastq.gz	60-C_S448_L001_R2_001.fastq.gz	19620	19620	19334	19334	18631	18631	9740	9740	9665	0
61-A	61-A	1	61-A_S69_L001_R1_001.fastq.gz	61-A_S69_L001_R2_001.fastq.gz	9898	9898	9733	9733	720	720	324	324	324	0
61-B	61-B	1	61-B_S259_L001_R1_001.fastq.gz	61-B_S259_L001_R2_001.fastq.gz	26120	26120	25581	25581	19590	19590	13718	13718	13550	0
61-C	61-C	1	61-C_S449_L001_R1_001.fastq.gz	61-C_S449_L001_R2_001.fastq.gz	19103	19103	18762	18762	16783	16783	7887	7887	7850	0
62-A	62-A	1	62-A_S70_L001_R1_001.fastq.gz	62-A_S70_L001_R2_001.fastq.gz	63803	63803	62931	62931	59591	59591	42656	42656	40046	0
62-B	62-B	1	62-B_S260_L001_R1_001.fastq.gz	62-B_S260_L001_R2_001.fastq.gz	17161	17161	16907	16907	16593	16593	13669	13669	13566	0
62-C	62-C	1	62-C_S450_L001_R1_001.fastq.gz	62-C_S450_L001_R2_001.fastq.gz	22067	22067	21750	21750	21185	21185	12313	12313	12222	0
63-A	63-A	1	63-A_S71_L001_R1_001.fastq.gz	63-A_S71_L001_R2_001.fastq.gz	43557	43557	42856	42856	41981	41981	30092	30092	29521	0
63-B	63-B	1	63-B_S261_L001_R1_001.fastq.gz	63-B_S261_L001_R2_001.fastq.gz	20432	20432	20115	20115	19481	19481	16551	16551	16315	0
63-C	63-C	1	63-C_S451_L001_R1_001.fastq.gz	63-C_S451_L001_R2_001.fastq.gz	17600	17600	17130	17130	8982	8982	5281	5281	5273	0
64-A	64-A	1	64-A_S72_L001_R1_001.fastq.gz	64-A_S72_L001_R2_001.fastq.gz	14185	14185	13956	13956	843	843	295	295	295	0
64-B	64-B	1	64-B_S262_L001_R1_001.fastq.gz	64-B_S262_L001_R2_001.fastq.gz	681	681	663	663	514	514	224	224	224	0
64-C	64-C	1	64-C_S452_L001_R1_001.fastq.gz	64-C_S452_L001_R2_001.fastq.gz	6796	6796	6700	6700	629	629	135	135	135	0
65-A	65-A	1	65-A_S73_L001_R1_001.fastq.gz	65-A_S73_L001_R2_001.fastq.gz	17698	17698	17453	17453	16989	16989	13532	13532	13393	0
65-B	65-B	1	65-B_S263_L001_R1_001.fastq.gz	65-B_S263_L001_R2_001.fastq.gz	12055	12055	11868	11868	11548	11548	10120	10120	9941	0
65-C	65-C	1	65-C_S453_L001_R1_001.fastq.gz	65-C_S453_L001_R2_001.fastq.gz	16907	16907	16654	16654	16281	16281	10682	10682	10523	0
66-A	66-A	1	66-A_S74_L001_R1_001.fastq.gz	66-A_S74_L001_R2_001.fastq.gz	20159	20159	19893	19893	17577	17577	14893	14893	14747	0
66-B	66-B	1	66-B_S264_L001_R1_001.fastq.gz	66-B_S264_L001_R2_001.fastq.gz	12373	12373	12189	12189	12058	12058	10758	10758	10682	0
66-C	66-C	1	66-C_S454_L001_R1_001.fastq.gz	66-C_S454_L001_R2_001.fastq.gz	24246	24246	23869	23869	22831	22831	16431	16431	16296	0
